file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E11E25.smt2	unknown	unknown	24127	24128	A
QF_NRA/20161105-Sturm-MBO/mbo_E19E24.smt2	unknown	unknown	25229	24632	B
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_compareModified_ground.i_4_2_2.bpl_5.smt2	unknown	unknown	24129	24130	A
QF_NRA/20200911-Pine/1599120907722106000.smt2	unknown	unknown	7517	7015	B
QF_NRA/20200911-Pine/1599122160139220000.smt2	sat	sat	4114	4013	A
QF_NRA/20211101-Geogebra/IsoTriangle-Bottema4_2b.smt2	unknown	unknown	24130	24130	B
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC05_LevinRHSa.smt2	sat	sat	309	309	A
QF_NRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_5-phaseTemplate.smt2	unknown	unknown	24629	24628	B
QF_NRA/LassoRanker/CooperatingT2/polyrank2.t2.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	24130	24127	A
QF_NRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	unknown	24628	24730	B
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_3-phaseTemplate.smt2	unknown	unknown	24328	24326	A
QF_NRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	24127	24128	B
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_lemmas_global_3.smt2	unsat	unsat	509	410	A
QF_NRA/hycomp/ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_1.smt2	unsat	unsat	209	209	B
QF_NRA/hycomp/ball_count_2d_hill.03.redlog_global_14.smt2	unknown	unknown	24525	24526	A
QF_NRA/hycomp/ball_count_2d_hill.05.seq_lazy_lemmas_global_13.smt2	unsat	unsat	210	209	B
QF_NRA/hycomp/ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_10.smt2	unknown	unknown	24428	24430	A
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_12.smt2	unknown	unknown	2912	2813	B
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_linear_enc_global_11.smt2	unsat	unsat	2412	2412	A
QF_NRA/hycomp/ball_count_2d_plain.03.seq_lazy_global_15.smt2	unsat	unsat	111	211	B
QF_NRA/hycomp/ball_count_2d_plain.10.redlog_global_7.smt2	unsat	unsat	611	611	A
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_9.smt2	unsat	unsat	12321	12919	B
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0249.smt2	unsat	unsat	110	110	A
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0077.smt2	unsat	unsat	110	110	B
QF_NRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0064.smt2	unsat	unsat	110	110	A
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0073.smt2	sat	sat	111	110	B
QF_NRA/meti-tarski/Chua/2/VC1/U/Chua-2-VC1-U-chunk-0051.smt2	sat	sat	110	110	A
QF_NRA/meti-tarski/asin/8/vars4/asin-8-vars4-chunk-0012.smt2	sat	sat	110	111	B
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0045.smt2	unsat	unsat	211	210	A
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0008.smt2	sat	sat	110	110	B
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0445.smt2	sat	sat	110	110	A
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0591.smt2	sat	sat	110	111	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0370.smt2	sat	sat	110	110	A
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0543.smt2	sat	sat	110	110	B
QF_NRA/meti-tarski/cos/3410/cos-3410-b-chunk-0027.smt2	unknown	unknown	4614	4314	A
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0240.smt2	unknown	unknown	24035	24133	B
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0065.smt2	sat	sat	110	111	A
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0097.smt2	unknown	unknown	1011	1112	B
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0321.smt2	sat	sat	109	109	A
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0467.smt2	sat	sat	110	110	B
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0121.smt2	unknown	unknown	18727	18624	A
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0028.smt2	unsat	unsat	108	108	B
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0237.smt2	unsat	unsat	108	109	A
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0290.smt2	sat	sat	109	109	B
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0493.smt2	unsat	unsat	108	108	A
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0192.smt2	unknown	unknown	2110	2110	B
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0125.smt2	unknown	unknown	11318	10916	A
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0341.smt2	sat	sat	1510	1510	B
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0550.smt2	unknown	unknown	7316	7417	A
QF_NRA/meti-tarski/sqrt/problem/13/sqrt1/sqrt-problem-13-sqrt1-chunk-0043.smt2	unsat	unsat	109	109	B
