file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__2Nested_true-termination.c__p20185_terminationG_0.smt2	sat	sat	3612	3513	A
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__DivWithoutMinus.c__p22517_edge_closing_0.smt2	sat	sat	11419	11318	B
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__MirrorIntervSim.c__p24484_terminationG_0.smt2	unknown	unknown	24230	24128	A
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Benghazi_nondet_true-termination.c__p26690_terminationG_0.smt2	sat	sat	10818	10918	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28312_terminationG_0.smt2	unknown	unknown	24230	24230	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29879_safety_0.smt2	unknown	unknown	11019	11019	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30967_safety_0.smt2	unknown	unknown	11118	11017	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32069_safety_0.smt2	unknown	unknown	11423	11420	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	unknown	unknown	23831	23930	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3150_safety_0.smt2	unknown	unknown	23729	23930	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p5184_terminationG_0.smt2	unknown	unknown	11921	11821	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6315_safety_0.smt2	unknown	unknown	11119	11120	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	unknown	unknown	12320	12219	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8261_safety_0.smt2	sat	sat	16624	16323	B
