file	A	B	A_ms	B_ms	first
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2	unknown	unknown	24128	24028	A
QF_LRA/DTP-Scheduling/constraints-cooking22.smt2	sat	sat	110	110	B
QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	25231	25130	A
QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	25130	25130	B
QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	unknown	24229	24328	A
QF_LRA/TM/p7-driverlogNumeric_s8.smt2	unknown	unknown	24229	24229	B
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0156.smt2	unsat	unsat	110	110	A
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0048.smt2	unsat	unsat	109	109	B
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0063.smt2	sat	sat	110	110	A
QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0023.smt2	unsat	unsat	109	109	B
QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	unsat	unsat	810	810	A
QF_LRA/sc/sc-23.base.cvc.smt2	unknown	unknown	24028	24029	B
QF_LRA/spider_benchmarks/reint_to_least.base.smt2	unsat	unsat	209	210	A
QF_LRA/2019-ezsmt/blending/24.smt2	sat	sat	5114	5114	B
QF_LRA/DTP-Scheduling/constraints-tempo-width-9.smt2	sat	sat	109	109	A
QF_LRA/LassoRanker/CooperatingT2/janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	unknown	unknown	24529	24729	B
QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	unknown	25130	25132	A
QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	unknown	24229	24230	B
QF_LRA/keymaera/bouncing-ball-inv-node1886.smt2	unsat	unsat	110	110	A
QF_LRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0048.smt2	sat	sat	111	110	B
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0019.smt2	unsat	unsat	111	110	A
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0046.smt2	sat	sat	110	110	B
QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0010.smt2	sat	sat	109	110	A
QF_LRA/sal/tgc/tgc_io-safe-20.smt2	unknown	unknown	6816	6916	B
QF_LRA/sc/sc-33.base.cvc.smt2	unknown	unknown	24030	24029	A
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	unknown	unknown	24129	24129	B
QF_LRA/DTP-Scheduling/constraints-cooking06.smt2	sat	sat	110	110	A
QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	unknown	unknown	24529	24428	B
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	unknown	unknown	24630	24628	A
QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	unknown	24028	24128	B
QF_LRA/TM/p-driverlogNumeric_s7.smt2	sat	sat	209	209	A
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0005.smt2	sat	sat	109	109	B
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0051.smt2	sat	sat	110	109	A
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0014.smt2	sat	sat	109	109	B
QF_LRA/meti-tarski/sin/problem/8/sin-problem-8-chunk-0011.smt2	sat	sat	109	110	A
QF_LRA/sal/gasburner/gasburner-prop3-12.smt2	unsat	unsat	10518	10117	B
QF_LRA/sc/sc-19.base.cvc.smt2	unknown	unknown	24129	24129	A
QF_LRA/spider_benchmarks/no_op_accs.base.smt2	unsat	unsat	1911	1911	B
QF_LRA/2019-ezsmt/robotics/1_4.smt2	unsat	unsat	109	110	A
QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-04.smt2	sat	sat	109	110	B
QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	unknown	unknown	25130	25131	A
