file	order	off_verdict	off_ms	off_exit	off_route	on_verdict	on_ms	on_exit	on_route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem02_10_true-unreach-call.c.smt2	off-on	unsat	209	ok	euf-online|dl-online|clean	unsat	210	ok	euf-online|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem04_60_false-unreach-call.c.smt2	on-off	unknown	25033	ok	none|dl-online|clean	unknown	25137	ok	none|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem13_60_false-unreach-call.c.smt2	off-on	unknown	25133	ok	none|dl-online|clean	unknown	25024	ok	none|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.array_false-unreach-call.i.smt2	on-off	sat	109	ok	uf-arithmetic|uf-arithmetic|clean	sat	110	ok	uf-arithmetic|uf-arithmetic|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.ddv_machzwd_outb_false-unreach-call.i.smt2	off-on	unknown	25033	ok	none|dl-online|clean	unknown	25035	ok	none|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.email_spec3_product28_false-unreach-call.cil.c.smt2	on-off	unknown	25039	ok	uf-arith-online|uf-arith-lazy-overbound|clean	unknown	25141	ok	uf-arith-online|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.fo_test.c_false-unreach-call.i.smt2	off-on	sat	110	ok	uf-arith-online|nra|clean	sat	109	ok	uf-arith-online|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.linear_sea.ch_true-unreach-call.i.smt2	on-off	sat	309	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	312	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.m0_true-unreach-call_drivers-net-slip-ko--108_1a--1b0b0ac.c.smt2	off-on	unknown	25138	ok	none|fd:parse|clean	unknown	25038	ok	none|fd:parse|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product38_false-unreach-call.cil.c.smt2	on-off	unknown	24136	ok	none|uf-arith-lazy-overbound|clean	unknown	24137	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product56_false-unreach-call.cil.c.smt2	off-on	unknown	25136	ok	none|uf-arith-lazy-overbound|clean	unknown	25138	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product62_true-unreach-call.cil.c.smt2	on-off	unsat	18129	ok	euf-online|uf-arith-lazy-overbound|clean	unsat	18131	ok	euf-online|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product11_false-unreach-call.cil.c.smt2	off-on	sat	2011	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	2012	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product23_false-unreach-call.cil.c.smt2	on-off	sat	5015	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	5117	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product35_false-unreach-call.cil.c.smt2	off-on	sat	11019	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	10723	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product47_false-unreach-call.cil.c.smt2	on-off	unknown	25137	ok	none|uf-arith-lazy-overbound|clean	unknown	25140	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product53_true-unreach-call.cil.c.smt2	off-on	unknown	25137	ok	none|uf-arith-lazy-overbound|clean	unknown	25038	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.nec20_false-unreach-call.i.smt2	on-off	sat	109	ok	nra|nra|clean	sat	111	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.rule57_ebda_blast.c_false-unreach-call.i.smt2	off-on	sat	109	ok	uf-arith-online|nra|clean	sat	112	ok	uf-arith-online|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.sll_to_dll_rev_false-unreach-call.i.smt2	on-off	sat	1611	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	1613	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_12_true-unreach-call_false-termination.c.smt2	off-on	unsat	109	ok	dl-online|dl-online|clean	unsat	110	ok	dl-online|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.trex01_true-unreach-call.i.smt2	on-off	sat	109	ok	nra|nra|clean	sat	110	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0100_10_16.smt2	off-on	sat	2110	ok	uf-arithmetic|uf-arithmetic|clean	sat	2114	ok	uf-arithmetic|uf-arithmetic|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0100_10_28.smt2	on-off	sat	1110	ok	uf-arithmetic|uf-arithmetic|clean	sat	1111	ok	uf-arithmetic|uf-arithmetic|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0150_10_20.smt2	off-on	sat	2111	ok	uf-arithmetic|uf-arithmetic|clean	sat	2014	ok	uf-arithmetic|uf-arithmetic|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0200_10_12.smt2	on-off	sat	3013	ok	uf-arithmetic|uf-arithmetic|clean	sat	3114	ok	uf-arithmetic|uf-arithmetic|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0200_10_24.smt2	off-on	sat	3414	ok	uf-arithmetic|uf-arithmetic|clean	sat	3314	ok	uf-arithmetic|uf-arithmetic|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0250_10_16.smt2	on-off	unsat	309	ok	nra|nra|clean	unsat	311	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0250_10_28.smt2	off-on	unsat	709	ok	nra|nra|clean	unsat	711	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0300_10_20.smt2	on-off	unsat	409	ok	nra|nra|clean	unsat	411	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0200_10_12.smt2	off-on	sat	8218	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	8219	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0200_10_24.smt2	on-off	sat	1111	ok	uf-arith-lazy-overbound|nra|clean	sat	1213	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0300_10_16.smt2	off-on	sat	2012	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	1813	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0300_10_28.smt2	on-off	unknown	25136	ok	none|uf-arith-lazy-overbound|clean	unknown	25037	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0400_10_20.smt2	off-on	sat	13524	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	12823	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0500_10_12.smt2	on-off	unsat	2910	ok	nra|nra|clean	unsat	3012	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0500_10_24.smt2	off-on	unsat	2209	ok	uf-arith-lazy-overbound|nra|clean	unsat	2212	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0600_10_16.smt2	on-off	unsat	2110	ok	nra|nra|clean	unsat	2213	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0600_10_28.smt2	off-on	unsat	3311	ok	nra|nra|clean	unsat	3314	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0300_10_20.smt2	on-off	sat	4012	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	4213	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0450_10_12.smt2	off-on	unknown	25135	ok	none|uf-arith-lazy-overbound|clean	unknown	25037	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0450_10_24.smt2	on-off	unknown	25135	ok	none|uf-arith-lazy-overbound|clean	unknown	25138	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0600_10_16.smt2	off-on	unknown	25036	ok	none|uf-arith-lazy-overbound|clean	unknown	25039	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0600_10_28.smt2	on-off	unknown	25138	ok	none|uf-arith-lazy-overbound|clean	unknown	25037	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0750_10_20.smt2	off-on	unknown	25135	ok	none|uf-arith-lazy-overbound|clean	unknown	25138	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0900_10_12.smt2	on-off	unsat	9019	ok	nra|nra|clean	unsat	8919	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0900_10_24.smt2	off-on	unsat	5215	ok	nra|nra|clean	unsat	5215	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0400_10_16.smt2	on-off	unknown	25036	ok	none|uf-arith-lazy-overbound|clean	unknown	25036	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0400_10_28.smt2	off-on	sat	5715	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean	sat	5816	ok	uf-arith-lazy-overbound|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0600_10_20.smt2	on-off	unknown	25136	ok	none|uf-arith-lazy-overbound|clean	unknown	25139	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0800_10_12.smt2	off-on	unknown	25135	ok	none|uf-arith-lazy-overbound|clean	unknown	25138	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0800_10_24.smt2	on-off	unknown	25137	ok	none|nra|clean	unknown	25138	ok	none|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1000_10_16.smt2	off-on	unsat	8217	ok	nra|nra|clean	unsat	8217	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1000_10_28.smt2	on-off	unsat	9818	ok	nra|nra|clean	unsat	9921	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1200_10_20.smt2	off-on	unsat	13224	ok	nra|nra|clean	unsat	13124	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_02.smt2	on-off	sat	3112	ok	uf-arith-lazy-overbound|nra|clean	sat	3115	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_14.smt2	off-on	sat	1809	ok	uf-arith-lazy-overbound|nra|clean	sat	1811	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_26.smt2	on-off	sat	2611	ok	uf-arith-lazy-overbound|nra|clean	sat	2613	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_38.smt2	off-on	sat	2711	ok	uf-arith-lazy-overbound|nra|clean	sat	2712	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_50.smt2	on-off	unsat	2411	ok	nra|nra|clean	unsat	2412	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_62.smt2	off-on	sat	2210	ok	uf-arith-lazy-overbound|nra|clean	sat	2112	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_74.smt2	on-off	sat	1710	ok	uf-arith-lazy-overbound|nra|clean	sat	1711	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_86.smt2	off-on	sat	3312	ok	uf-arith-lazy-overbound|nra|clean	sat	3314	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_98.smt2	on-off	sat	2811	ok	uf-arith-lazy-overbound|nra|clean	sat	2812	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_10.smt2	off-on	unsat	4113	ok	nra|nra|clean	unsat	4014	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_22.smt2	on-off	unsat	3612	ok	nra|nra|clean	unsat	3713	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_34.smt2	off-on	unsat	3610	ok	nra|nra|clean	unsat	3613	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_46.smt2	on-off	unsat	3413	ok	nra|nra|clean	unsat	3412	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_58.smt2	off-on	unsat	3411	ok	nra|nra|clean	unsat	3414	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_70.smt2	on-off	unsat	3411	ok	nra|nra|clean	unsat	3313	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_82.smt2	off-on	unsat	3412	ok	nra|nra|clean	unsat	3413	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_94.smt2	on-off	unsat	2612	ok	nra|nra|clean	unsat	2613	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_06.smt2	off-on	sat	4112	ok	uf-arith-lazy-overbound|nra|clean	sat	4215	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_18.smt2	on-off	sat	8216	ok	uf-arith-lazy-overbound|nra|clean	sat	8318	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_30.smt2	off-on	sat	7316	ok	uf-arith-lazy-overbound|nra|clean	sat	7318	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_42.smt2	on-off	sat	5413	ok	uf-arith-lazy-overbound|nra|clean	sat	5416	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_54.smt2	off-on	sat	4814	ok	uf-arith-lazy-overbound|nra|clean	sat	4816	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_66.smt2	on-off	sat	5114	ok	uf-arith-lazy-overbound|nra|clean	sat	5114	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_78.smt2	off-on	sat	5114	ok	uf-arith-lazy-overbound|nra|clean	sat	5115	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_90.smt2	on-off	sat	4913	ok	uf-arith-lazy-overbound|nra|clean	sat	4915	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_02.smt2	off-on	sat	7416	ok	uf-arith-lazy-overbound|nra|clean	sat	7318	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_14.smt2	on-off	sat	10120	ok	uf-arith-lazy-overbound|nra|clean	sat	10121	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_26.smt2	off-on	sat	8317	ok	uf-arith-lazy-overbound|nra|clean	sat	8217	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_38.smt2	on-off	sat	7015	ok	uf-arith-lazy-overbound|nra|clean	sat	7016	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_50.smt2	off-on	sat	14323	ok	uf-arith-lazy-overbound|nra|clean	sat	14224	ok	uf-arith-lazy-overbound|nra|clean
