file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	sat	1109	0	sat	1110	0	A	sat
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	25339	0	unknown	25436	0	B	unsat
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	111	0	sat	111	0	A	sat
QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	5613	0	unknown	6620	0	B	unsat
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	sat	210	0	sat	209	0	A	unknown
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	6109	134	none	6201	134	B	unsat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0054.smt2	sat	112	0	sat	108	0	A	sat
QF_LRA/miplib/opt1217--57.smt2	unknown	24237	0	unknown	24238	0	B	unsat
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	unknown	25136	0	unknown	25137	0	A	unknown
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	none	6812	134	none	7210	134	B	unsat
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0056.smt2	sat	108	0	sat	109	0	A	sat
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0059.smt2	sat	109	0	sat	108	0	B	sat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_half_2.i_3_6_2.bpl_7.smt2	unknown	24035	0	unknown	24036	0	A	unsat
QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	none	6786	134	none	6899	134	B	sat
QF_LRA/meti-tarski/CMOS/CMOS-opamp-chunk-0016.smt2	sat	108	0	sat	108	0	A	sat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0028.smt2	sat	108	0	sat	109	0	B	sat
QF_LRA/sc/sc-9.base.cvc.smt2	unknown	24133	0	unknown	24033	0	A	unsat
