class	reason	detail	body	params
NESTED	unresolved-outer-bound-var		(or (= allocated_ localinv_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 localinv_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 localinv_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "localinv_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= (select2 Heap_2_ ?p_!9 ownerRef_) ?p_!9) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) (select2 Heap_2_ ?p_!9 ownerRef_) exposeVersion_ temp0_0) ?p_!9 inv_) (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 inv_)))	["(store2 Heap_ this inv_ System.Object)", "(select2 Heap_2_ ?p_!9 ownerRef_)", "exposeVersion_", "?p_!9", "inv_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= (select2 Heap_2_ ?p_!9 ownerRef_) ?p_!9) (= (select2 (store2 Heap_ (select2 Heap_2_ ?p_!9 ownerRef_) inv_ (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)) ?p_!9 inv_) (select2 Heap_ ?p_!9 inv_)))	["Heap_", "(select2 Heap_2_ ?p_!9 ownerRef_)", "inv_", "?p_!9", "inv_", "(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)"]
NESTED	unresolved-outer-bound-var		(or (= inv_ localinv_) (= (select2 (store2 Heap_ (select2 Heap_3_ ?p_!9 ownerRef_) inv_ (BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_))) (select2 Heap_3_ ?p_!9 ownerRef_) localinv_) (select2 Heap_ (select2 Heap_3_ ?p_!9 ownerRef_) localinv_)))	["Heap_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "inv_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "localinv_", "(BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_))"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ localinv_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) (select2 Heap_3_ ?p_!9 ownerRef_) exposeVersion_ temp0_0) (select2 Heap_3_ ?p_!9 ownerRef_) localinv_) (select2 (store2 Heap_ this inv_ System.Object) (select2 Heap_3_ ?p_!9 ownerRef_) localinv_)))	["(store2 Heap_ this inv_ System.Object)", "(select2 Heap_3_ ?p_!9 ownerRef_)", "exposeVersion_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "localinv_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerRef_) (= (select2 (store2 Heap_ (select2 Heap_2_ ?p_!9 ownerRef_) inv_ (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)) ?p_!9 ownerRef_) (select2 Heap_ ?p_!9 ownerRef_)))	["Heap_", "(select2 Heap_2_ ?p_!9 ownerRef_)", "inv_", "?p_!9", "ownerRef_", "(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)"]
NESTED	unresolved-outer-bound-var		(or (= stack50000o_0 ?p_!9) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 ownerRef_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 ownerRef_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "ownerRef_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerFrame_) (= (select2 (store2 Heap_ (select2 Heap_2_ ?p_!9 ownerRef_) inv_ (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)) ?p_!9 ownerFrame_) (select2 Heap_ ?p_!9 ownerFrame_)))	["Heap_", "(select2 Heap_2_ ?p_!9 ownerRef_)", "inv_", "?p_!9", "ownerFrame_", "(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)"]
NESTED	unresolved-outer-bound-var		(or (= stack50000o_0 ?p_!9) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 ownerFrame_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 ownerFrame_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "ownerFrame_", "Smt.true"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= inv_ ownerRef_) (= (select2 (store2 Heap_ this inv_ System.Object) this ownerRef_) (select2 Heap_ this ownerRef_)))	["Heap_", "this", "inv_", "this", "ownerRef_", "System.Object"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= exposeVersion_ ownerRef_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) this ownerRef_) (select2 (store2 Heap_ this inv_ System.Object) this ownerRef_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "this", "ownerRef_", "temp0_0"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= this nullObject) (not (= (select2 Heap_2_ this allocated_) Smt.true)) (not (or (not (= (select2 Heap_2_ this ownerRef_) (select2 Heap_3_ this ownerRef_))) (not (= (select2 Heap_2_ this ownerFrame_) (select2 Heap_3_ this ownerFrame_))))))	["this"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= inv_ ownerFrame_) (= (select2 (store2 Heap_ this inv_ System.Object) this ownerFrame_) (select2 Heap_ this ownerFrame_)))	["Heap_", "this", "inv_", "this", "ownerFrame_", "System.Object"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= exposeVersion_ ownerFrame_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) this ownerFrame_) (select2 (store2 Heap_ this inv_ System.Object) this ownerFrame_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "this", "ownerFrame_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerRef_) (= (select2 (store2 Heap_ this inv_ (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)) ?p_!9 ownerRef_) (select2 Heap_ ?p_!9 ownerRef_)))	["Heap_", "this", "inv_", "?p_!9", "ownerRef_", "(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!9) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) ?p_!9 ownerRef_) (select2 Heap_3_ ?p_!9 ownerRef_)))	["Heap_3_", "this", "A.bb", "?p_!9", "ownerRef_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerFrame_) (= (select2 (store2 Heap_ this inv_ (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)) ?p_!9 ownerFrame_) (select2 Heap_ ?p_!9 ownerFrame_)))	["Heap_", "this", "inv_", "?p_!9", "ownerFrame_", "(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!9) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) ?p_!9 ownerFrame_) (select2 Heap_3_ ?p_!9 ownerFrame_)))	["Heap_3_", "this", "A.bb", "?p_!9", "ownerFrame_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (= inv_ localinv_) (= (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 localinv_) (select2 Heap_ ?p_!9 localinv_)))	["Heap_", "this", "inv_", "?p_!9", "localinv_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ localinv_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) ?p_!9 localinv_) (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 localinv_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "?p_!9", "localinv_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= stack50000o_0 ?p_!9) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 localinv_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 localinv_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "localinv_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= (BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_)) (select2 Heap_3_ ?p_!9 ownerFrame_)) (not (subtypes (BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_)) (select2 Heap_3_ ?p_!9 ownerFrame_))) (not (subtypes (select2 Heap_3_ ?p_!9 ownerFrame_) (BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_)))))	["(BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_))", "(select2 Heap_3_ ?p_!9 ownerFrame_)"]
