class	reason	detail	body	params
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) ?p_!63 inv_) (select2 Heap_5_ ?p_!63 inv_)))	["Heap_5_", "this", "inv_", "?p_!63", "inv_", "BasicMethodology"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) ?p_!63 localinv_) (select2 Heap_5_ ?p_!63 localinv_)))	["Heap_5_", "this", "inv_", "?p_!63", "localinv_", "BasicMethodology"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true) ?p_!63 allocated_) (select2 Heap_0_ ?p_!63 allocated_)))	["Heap_0_", "this", "NonNullFieldsAreInitialized_", "?p_!63", "allocated_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true) this inv_ System.Object) ?p_!63 allocated_) (select2 (store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true) ?p_!63 allocated_)))	["(store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true)", "this", "inv_", "?p_!63", "allocated_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_1_ this inv_ System.Object) this exposeVersion_ temp1_0) ?p_!63 allocated_) (select2 (store2 Heap_1_ this inv_ System.Object) ?p_!63 allocated_)))	["(store2 Heap_1_ this inv_ System.Object)", "this", "exposeVersion_", "?p_!63", "allocated_", "temp1_0"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_2_ this exposeVersion_ temp1_0) this BasicMethodology.x (select2 Heap_4_ this BasicMethodology.x)) ?p_!63 allocated_) (select2 (store2 Heap_2_ this exposeVersion_ temp1_0) ?p_!63 allocated_)))	["(store2 Heap_2_ this exposeVersion_ temp1_0)", "this", "BasicMethodology.x", "?p_!63", "allocated_", "(select2 Heap_4_ this BasicMethodology.x)"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_3_ this BasicMethodology.x stack0i_1) this BasicMethodology.x 80) ?p_!63 allocated_) (select2 (store2 Heap_3_ this BasicMethodology.x stack0i_1) ?p_!63 allocated_)))	["(store2 Heap_3_ this BasicMethodology.x stack0i_1)", "this", "BasicMethodology.x", "?p_!63", "allocated_", "80"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) ?p_!63 allocated_) (select2 Heap_5_ ?p_!63 allocated_)))	["Heap_5_", "this", "inv_", "?p_!63", "allocated_", "BasicMethodology"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true) ?p_!63 ownerRef_) (select2 Heap_0_ ?p_!63 ownerRef_)))	["Heap_0_", "this", "NonNullFieldsAreInitialized_", "?p_!63", "ownerRef_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true) this inv_ System.Object) ?p_!63 ownerRef_) (select2 (store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true) ?p_!63 ownerRef_)))	["(store2 Heap_0_ this NonNullFieldsAreInitialized_ Smt.true)", "this", "inv_", "?p_!63", "ownerRef_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_1_ this inv_ System.Object) this exposeVersion_ temp1_0) ?p_!63 ownerRef_) (select2 (store2 Heap_1_ this inv_ System.Object) ?p_!63 ownerRef_)))	["(store2 Heap_1_ this inv_ System.Object)", "this", "exposeVersion_", "?p_!63", "ownerRef_", "temp1_0"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_2_ this exposeVersion_ temp1_0) this BasicMethodology.x (select2 Heap_4_ this BasicMethodology.x)) ?p_!63 ownerRef_) (select2 (store2 Heap_2_ this exposeVersion_ temp1_0) ?p_!63 ownerRef_)))	["(store2 Heap_2_ this exposeVersion_ temp1_0)", "this", "BasicMethodology.x", "?p_!63", "ownerRef_", "(select2 Heap_4_ this BasicMethodology.x)"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 (store2 Heap_3_ this BasicMethodology.x stack0i_1) this BasicMethodology.x 80) ?p_!63 ownerRef_) (select2 (store2 Heap_3_ this BasicMethodology.x stack0i_1) ?p_!63 ownerRef_)))	["(store2 Heap_3_ this BasicMethodology.x stack0i_1)", "this", "BasicMethodology.x", "?p_!63", "ownerRef_", "80"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!63) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) ?p_!63 ownerRef_) (select2 Heap_5_ ?p_!63 ownerRef_)))	["Heap_5_", "this", "inv_", "?p_!63", "ownerRef_", "BasicMethodology"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerFrame_) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) ?p_!63 ownerFrame_) (select2 Heap_5_ ?p_!63 ownerFrame_)))	["Heap_5_", "this", "inv_", "?p_!63", "ownerFrame_", "BasicMethodology"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerFrame_) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) ?o_!64 ownerFrame_) (select2 Heap_5_ ?o_!64 ownerFrame_)))	["Heap_5_", "this", "inv_", "?o_!64", "ownerFrame_", "BasicMethodology"]
NEVER-MATCHED	trigger-did-not-fire	args present, no rejection evidence in run	(or (= inv_ sharingMode_) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) this sharingMode_) (select2 Heap_5_ this sharingMode_)))	["Heap_5_", "this", "inv_", "this", "sharingMode_", "BasicMethodology"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerRef_) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) ?o_!64 ownerRef_) (select2 Heap_5_ ?o_!64 ownerRef_)))	["Heap_5_", "this", "inv_", "?o_!64", "ownerRef_", "BasicMethodology"]
NEVER-MATCHED	trigger-did-not-fire	args present, no rejection evidence in run	(or (= inv_ BasicMethodology.x) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) this BasicMethodology.x) (select2 Heap_5_ this BasicMethodology.x)))	["Heap_5_", "this", "inv_", "this", "BasicMethodology.x", "BasicMethodology"]
NEVER-MATCHED	trigger-did-not-fire	args present, no rejection evidence in run	(or (= inv_ localinv_) (= (select2 (store2 Heap_5_ this inv_ BasicMethodology) this localinv_) (select2 Heap_5_ this localinv_)))	["Heap_5_", "this", "inv_", "this", "localinv_", "BasicMethodology"]
