file	online_route_in_trail	cap_text_anywhere	trail_routes
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20210219-Sydr/symbolic_memory/bst/yices/predicate_851.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.a8ef2dcb.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/wage_circuit_div/wage_circuit_div.t1.i23.92e43e77.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_10924.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_12860.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_14698.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_16629.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_2389.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_4343.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_6444.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_8450.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/asp/HamiltonianPath/gryzzles.30.lp.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/bruttomesso/core/ext_con_008_001_0064.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/bruttomesso/simple_processor/simple_processors_008_006_0004.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/mcm/148.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/sage/app1/bench_1630.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app1/bench_2459.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app1/bench_879.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_111.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_1939.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_2767.smt2	no	no	dl-online,fd:parse,probe,qf-bv
