file	online_route_in_trail	cap_text_anywhere	trail_routes
QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution.t1.i16.e7c172b6.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/wage/wage.t1.i19.a912c9b3.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_10451.smt2	no	no	dl-online,fd:parse,probe
QF_BV/Sage2/bench_12354.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_1424.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_16145.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_192.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_3822.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_5929.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_7935.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_9955.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/brummayerbiere/countbitsrotate128.smt2	no	no	dl-online,fd:parse,probe
QF_BV/bruttomesso/lfsr/lfsr_002_127_112.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/log-slicing/bvashr_0687.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/sage/app1/bench_1423.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app1/bench_2251.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app1/bench_671.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app11/bench_554.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_1731.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_256.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_3388.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_4215.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_5043.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_666.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app2/bench_218.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app5/bench_1046.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app5/bench_882.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_149.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_2317.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_3145.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_3974.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_4801.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_563.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_6458.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_7286.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_8114.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app8/bench_1468.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app8/bench_2778.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app8/bench_3708.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app9/bench_1148.smt2	no	no	dl-online,fd:parse,probe,qf-bv
