file	online_route_in_trail	cap_text_anywhere	trail_routes
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1542.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/mean_buckets/mean_buckets.t1.i16.a1b9cc34.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i31.d39290a3.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_10044.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_11842.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_13795.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/Sage2/bench_15692.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_17555.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_3308.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_5399.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_7477.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/Sage2/bench_9444.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/bench_ab/a601test0056.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/bruttomesso/core/ext_con_052_001_0016.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/float/div3.c.50.smt2	no	no	dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-bv
QF_BV/sage/app1/bench_1216.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app1/bench_2044.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app1/bench_464.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app11/bench_347.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_1524.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_2352.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_3180.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_4008.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_4837.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app12/bench_5665.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app2/bench_1287.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app2/bench_84.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app5/bench_675.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_1282.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_211.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_2939.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_3767.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_4595.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_5422.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_6250.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_7079.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_7908.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app7/bench_938.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app8/bench_2274.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app8/bench_350.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app8/bench_940.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app9/bench_177.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app9/bench_2598.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/sage/app9/bench_454.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331099.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc5714.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_BV/uclid/catchconv/convert-jpg2gif-query-1166.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/25959_5dee2e2f6ef44465a2bea4b085818948_69_QF_UFLIA.smt2	no	no	fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,wide-int-admission
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/38347_525a1ca0331f2bcbf520_54_QF_UFLIA.smt2	no	no	fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,wide-int-admission
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/44289_4066055e0f64d96da11a_15_QF_UFLIA.smt2	no	no	fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,wide-int-admission
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_64ab9a7ef7b6c3492507_22_QF_UFLIA.smt2	no	no	fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,wide-int-admission
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/66603_accdadf23a1cf70ae043_76_QF_UFLIA.smt2	no	no	none
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/93493_5990a6bf5f2740164f77_50_QF_UFLIA.smt2	no	no	none
QF_UFLIA/TwoSquares/smtlib.606691.smt2	no	no	dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-online
QF_UFLIA/TwoSquares/smtlib.686091.smt2	no	no	dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-online
QF_UFLIA/mathsat/EufLaArithmetic/hard/hard18.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arithmetic,uf-arith-online
QF_UFLIA/mathsat/EufLaArithmetic/medium/medium13.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/EufLaArithmetic/medium/medium9.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Hash/hash_sat_03_14.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Hash/hash_sat_04_08.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Hash/hash_sat_04_20.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Hash/hash_sat_05_14.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_06_08.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_06_20.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_07_14.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_08_08.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_08_20.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_09_14.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_10_08.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_sat_10_20.smt2	no	no	cas-identity-refuter,cas-int-units,dl-online,euf-offline,euf-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arith-online
QF_UFLIA/mathsat/Hash/hash_uns_03_14.smt2	no	no	cas-identity-refuter,dl-online,fd:parse,lia-dpll,lia-simplex,probe
QF_UFLIA/mathsat/Hash/hash_uns_04_08.smt2	no	no	cas-identity-refuter,dl-online,fd:parse,lia-dpll,lia-simplex,probe
QF_UFLIA/mathsat/Hash/hash_uns_04_20.smt2	no	no	cas-identity-refuter,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Hash/hash_uns_05_14.smt2	no	no	cas-identity-refuter,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-05-12-1-4-2-1.smt2	no	no	cas-int-units,dl-online,fd:parse,probe,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-06-10-1-4-2-5.smt2	no	no	cas-int-units,dl-online,fd:parse,probe,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-07-09-3-4-4-3.smt2	no	no	cas-int-units,dl-online,fd:parse,probe,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-08-07-3-2-3-1.smt2	no	no	cas-int-units,dl-online,fd:parse,probe,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-09-06-1-5-3-2.smt2	no	no	cas-int-units,dl-online,fd:parse,probe,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-10-05-5-2-1-5.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-10-19-3-4-2-4.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-11-18-3-3-4-1.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-12-15-3-2-1-5.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-13-12-5-3-4-4.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-14-10-3-4-2-2.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-15-08-4-5-4-1.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-16-06-4-1-3-5.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-16-19-3-4-4-1.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-17-15-2-2-2-4.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-18-12-3-4-4-3.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-19-09-4-2-3-5.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-20-06-2-3-1-3.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/mathsat/Wisa/xs-20-18-3-4-5-4.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_UFLIA/wisas/xs_13_18.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
