file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E11E17.smt2	unknown	unknown	24126	24029	A
QF_NRA/20161105-Sturm-MBO/mbo_E16E20.smt2	unknown	unknown	24531	24430	B
QF_NRA/20161105-Sturm-MBO/mbo_E6E12.smt2	unknown	unknown	24632	24634	A
QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0055a.smt2	unknown	unknown	24332	24333	B
QF_NRA/20200911-Pine/1599122158690319000.smt2	unknown	unknown	12722	12720	A
QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema8_1b.smt2	unknown	unknown	24134	24132	B
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_ISSAC05_Bessack_5_5.smt2	unknown	unknown	12524	12522	A
QF_NRA/LassoRanker/CooperatingT2/eric2.t2.c_Iteration7_Loop_4-pieceTemplate.smt2	unknown	unknown	24430	24530	B
QF_NRA/LassoRanker/CooperatingT2/pentagon.t2.c_Iteration14_Loop_3-pieceTemplate.smt2	unknown	unknown	24130	24231	A
QF_NRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Loop_7-phaseTemplate.smt2	unknown	unknown	24630	24729	B
QF_NRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	unknown	unknown	25129	25026	A
QF_NRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_7-nestedTemplate.smt2	unknown	unknown	25129	25329	B
QF_NRA/hong/hong_15.smt2	unknown	unknown	24230	24230	A
QF_NRA/hycomp/ball_count_1d_plain.04.seq_lazy_linear_enc_global_6.smt2	unsat	unsat	610	710	B
QF_NRA/hycomp/ball_count_2d_hill.03.redlog_global_10.smt2	unknown	unknown	16422	17425	A
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_global_15.smt2	unsat	unsat	210	211	B
QF_NRA/hycomp/ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_8.smt2	unknown	unknown	4714	4715	A
QF_NRA/hycomp/ball_count_2d_hill_simple.04.qfree_global_8.smt2	unknown	unknown	24230	24333	B
QF_NRA/hycomp/ball_count_2d_hill_simple.10.redlog_global_15.smt2	unsat	unsat	212	111	A
QF_NRA/hycomp/ball_count_2d_plain.01.seq_lazy_lemmas_global_14.smt2	unknown	unknown	22627	23028	B
QF_NRA/hycomp/ball_count_2d_plain.05.redlog_global_13.smt2	unsat	unsat	209	109	A
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_linear_enc_global_2.smt2	unsat	unsat	509	509	B
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0151.smt2	unknown	unknown	2010	2111	A
QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0143.smt2	unsat	unsat	109	109	B
QF_NRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0034.smt2	unsat	unsat	110	109	A
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0054.smt2	sat	sat	109	109	B
QF_NRA/meti-tarski/Chua/2/VC1/L/Chua-2-VC1-L-chunk-0074.smt2	unknown	unknown	13321	13121	A
QF_NRA/meti-tarski/asin/8/asin-8-chunk-0028.smt2	unknown	unknown	109	109	B
QF_NRA/meti-tarski/atan/problem/1/weak/atan-problem-1-weak-chunk-0028.smt2	sat	sat	109	108	A
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0056.smt2	sat	sat	108	108	B
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0382.smt2	sat	sat	109	108	A
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0521.smt2	sat	sat	108	108	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0364.smt2	unknown	unknown	10116	10016	A
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0510.smt2	unknown	unknown	10920	11118	B
QF_NRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0089.smt2	sat	sat	110	109	A
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0172.smt2	unknown	unknown	24031	24131	B
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0354.smt2	sat	sat	111	110	A
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0141.smt2	unknown	unknown	24129	24131	B
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0301.smt2	unsat	unsat	109	113	A
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0411.smt2	unsat	unsat	110	110	B
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0067.smt2	sat	sat	109	110	A
QF_NRA/meti-tarski/sin/344/3/sin-344-3-weak-chunk-0047.smt2	unknown	unknown	2412	2413	B
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0191.smt2	unsat	unsat	110	111	A
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0276.smt2	sat	sat	110	110	B
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0436.smt2	unknown	unknown	1411	1412	A
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0159.smt2	unknown	unknown	610	610	B
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0028.smt2	unsat	unsat	110	111	A
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0129.smt2	unknown	unknown	110	109	B
