file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c__p21008_terminationG_0.smt2	sat	sat	10017	9917	A
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__GCD.c__p23185_terminationG_0.smt2	sat	sat	11821	11721	B
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24932_edge_closing_0.smt2	unknown	unknown	24228	24230	A
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__terminationQ_13_0.smt2	unsat	unsat	4814	4814	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__DivMinus.jar-obl-11__p28570_edge_closing_0.smt2	unknown	unknown	24130	24129	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30175_safety_0.smt2	unknown	unknown	11018	11019	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	unknown	unknown	12318	12321	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32332_safety_0.smt2	unknown	unknown	11019	11020	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2235_terminationG_0.smt2	unknown	unknown	12019	12019	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4414_safety_0.smt2	unknown	unknown	12220	12120	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	unknown	unknown	11019	11019	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6637_safety_0.smt2	unknown	unknown	12319	12319	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7725_safety_0.smt2	sat	sat	16023	16124	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8434_safety_0.smt2	sat	sat	14721	13820	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9188_safety_0.smt2	sat	sat	15121	15222	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__MainDelete.jar-obl-10__p10430_safety_0.smt2	unknown	unknown	24131	24130	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11834_safety_0.smt2	sat	sat	12621	12219	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	unknown	24529	24129	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNested_rec.jar-obl-9__p14976_terminationG_0.smt2	unknown	unknown	24129	24130	A
QF_NIA/20170427-VeryMax/ITS/From_T2__apchildlive-succeed.t2_fixed__p16399_edge_closing_0.smt2	unknown	unknown	24831	24730	B
QF_NIA/20170427-VeryMax/ITS/From_T2__consts1nt.t2__p17935_terminationG_0.smt2	unsat	unsat	3113	3114	A
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20109_safety_0.smt2	sat	sat	10918	10919	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2_fixed__p23563_safety_0.smt2	sat	sat	8017	7816	A
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31135_safety_0.smt2	sat	sat	10817	10818	B
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2	unknown	unknown	24228	24528	A
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1480_edge_closing_0.smt2	sat	sat	11318	11219	B
QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	unknown	unknown	12220	12120	A
QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3959_terminationG_0.smt2	unknown	unknown	24130	24130	B
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2__p5005_terminationG_0.smt2	unknown	unknown	24332	24531	A
QF_NIA/20170427-VeryMax/ITS/From_T2__polling.t2_fixed__p7335_terminationG_0.smt2	sat	sat	21227	21629	B
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	unknown	unknown	11321	11320	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12578_safety_0.smt2	unknown	unknown	24129	24129	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16687_safety_0.smt2	unknown	unknown	24129	24129	A
QF_NIA/20170427-VeryMax/ITS/From_T2__sas2.t2__terminationQ_2_0.smt2	unknown	unknown	12019	12221	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22227_terminationG_0.smt2	unknown	unknown	12623	12722	A
QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	unknown	unknown	24130	24131	B
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	unknown	unknown	25232	25232	A
QF_NIA/20170427-VeryMax/SAT14/1051.smt2	unknown	unknown	18825	18724	B
QF_NIA/20170427-VeryMax/SAT14/1395.smt2	sat	sat	8517	8517	A
QF_NIA/20170427-VeryMax/SAT14/1854.smt2	sat	sat	9317	9018	B
QF_NIA/20170427-VeryMax/SAT14/571.smt2	sat	sat	10718	10519	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	unknown	unknown	410	409	B
QF_NIA/20220315-MathProblems/STC_0078.smt2	unknown	unknown	24129	24130	A
QF_NIA/20220315-MathProblems/STC_0586.smt2	sat	sat	4214	4214	B
QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	unknown	unknown	1511	1510	A
QF_NIA/AProVE/aproveSMT2449356678853584219.smt2	sat	sat	13522	14021	B
QF_NIA/AProVE/aproveSMT4225308127115953119.smt2	sat	sat	610	610	A
QF_NIA/AProVE/aproveSMT6025886977398171379.smt2	sat	sat	811	810	B
QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unknown	unknown	24130	24229	A
QF_NIA/calypto/problem-002617.cvc.1.smt2	sat	sat	4214	4213	B
