file	board_1446a809c	ms	main_2611e14b0	ms	first	status
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking04.smt2	sat	108	sat	109	A	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking08.smt2	sat	308	sat	308	B	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking12.smt2	sat	610	sat	609	A	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking16.smt2	sat	1109	sat	1110	B	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking20.smt2	sat	1710	sat	1710	A	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-3.smt2	sat	708	sat	708	B	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-7.smt2	unknown	25132	unknown	25124	A	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-2.smt2	sat	108	sat	108	B	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-6.smt2	unknown	25126	unknown	25024	A	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-06.smt2	sat	207	sat	208	B	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-10.smt2	sat	408	sat	408	A	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-60.smt2	sat	1409	sat	1408	B	sat
QF_RDL/check/bignum_rdl1.smt2	unknown	108	unknown	108	A	sat
QF_RDL/sal/fischer3-mutex-11.smt2	unsat	509	unsat	507	B	unsat
QF_RDL/sal/fischer3-mutex-15.smt2	unsat	1209	unsat	1108	A	unsat
QF_RDL/sal/fischer3-mutex-19.smt2	unsat	2610	unsat	2410	B	unsat
QF_RDL/sal/fischer3-mutex-4.smt2	unsat	108	unsat	109	A	unsat
QF_RDL/sal/fischer3-mutex-8.smt2	unsat	108	unsat	109	B	unsat
QF_RDL/sal/fischer6-mutex-11.smt2	unsat	5311	unsat	5011	A	unsat
QF_RDL/sal/fischer6-mutex-15.smt2	unsat	8913	unsat	9617	B	unsat
QF_RDL/sal/fischer6-mutex-19.smt2	unknown	24225	unknown	24130	A	unsat
