file	datatype	depth	cyclic	has_dt_field	today_exact	today_w1	w1_sort	lever_converts
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l30090.cvc.smt2	nat	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l30090.cvc.smt2	list	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l30090.cvc.smt2	tree	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l50062.cvc.smt2	nat	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l50062.cvc.smt2	list	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v10/v10l50062.cvc.smt2	tree	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l60082.cvc.smt2	nat	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l60082.cvc.smt2	list	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l60082.cvc.smt2	tree	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l80054.cvc.smt2	nat	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l80054.cvc.smt2	list	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v3/v3l80054.cvc.smt2	tree	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v5/v5l70042.cvc.smt2	nat	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v5/v5l70042.cvc.smt2	list	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/tests/v5/v5l70042.cvc.smt2	tree	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v3/typed_v3l40066.cvc.smt2	nat	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v3/typed_v3l40066.cvc.smt2	list	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20172804-Barrett/barrett-jsat/typed/v3/typed_v3l40066.cvc.smt2	tree	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20230720-blocksworld/blocksworld_from_0_18_1_to_17_2_0_negated_goal_bmc_5.smt2	Enum_A_B_C_D_E_F_G_H_I_J_K_L_M_N_O_P_Q_R_S	0	0	0	1	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20230720-blocksworld/blocksworld_from_0_18_1_to_17_2_0_negated_goal_bmc_5.smt2	Tower	RECURSIVE	1	1	0	0	NONE	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_DT/20230720-blocksworld/blocksworld_from_0_18_1_to_17_2_0_negated_goal_bmc_5.smt2	Record_left_center_right	RECURSIVE	1	1	0	0	NONE	0
