file	datatype	depth	cyclic	has_dt_field	today_exact	today_w1	w1_sort	lever_converts
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	tuple0	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	us_type_of_heap__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	int__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	bool__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	us_fixed__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	real__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	us_private__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	integer__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	map__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	position__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_K223-023__search__search.ads_8_9_postcondition___00.smt2.core.smt2	t1b__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	tuple0	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	us_type_of_heap__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	int__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	bool__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	us_fixed__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	real__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	us_private__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	set_length__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	element_t__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	map__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	us_split_fields	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	us_split_fields__ref	1	0	1	0	0	NONE	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	us_rep	1	0	1	0	0	NONE	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	t__ref	2	0	1	0	0	NONE	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2.core.smt2	natural__ref	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_M301-012__array_of_iter__iter_array.adb_21_19_assert___00.smt2.core.smt2	tuple0	0	0	0	1	0	NONE	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_M301-012__array_of_iter__iter_array.adb_21_19_assert___00.smt2.core.smt2	us_type_of_heap__ref	0	0	0	1	0	NONE	0
