file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UFNIA/2019-Preiner/combined/f2_rw160.smt2	unknown	0	24130	17	none	q:egraph	fd:bounded-completeness-unsat	22504	24016			1654	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Preiner/full/t3_rw1240.smt2	unknown	0	15321	19	none	q:mbqi	fd:bounded-completeness-unsat	8768	15280			28	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/2019-Preiner/partial/t3_rw21.smt2	unknown	0	24129	17	none	q:egraph	fd:bounded-completeness-unsat	22465	24021			591	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Preiner/qf/t3_rw353.smt2	unknown	0	24129	22	none	uf-arithmetic	fd:bounded-completeness-unsat	24049	24050			0	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] integer bit-blast width ladder: wall-clock timeout reached
UFNIA/2019-Zohar-ic/partial/int_check_bvsgt_bvlshr0_ltr_no_inv.smt2	unknown	0	24127	17	none	q:egraph	fd:bounded-completeness-unsat	22287	24022			540	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/20190909-CLEARSY/0023/00302.smt2	unknown	0	24130	17	none	q:egraph	fd:bounded-completeness-unsat	22487	24009			1678	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/sledgehammer/Fundamental_Theorem_Algebra/z3.1031223.smt2	unknown	0	18925	20	none	q:egraph	fd:bounded-completeness-unsat	9755	18749			8437	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/sledgehammer/TwoSquares/z3.861593.smt2	unknown	0	13722	20	none	q:mbqi	fd:bounded-completeness-unsat	11406	13494			134	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/spec_sharp/textbook-Factorial.dll.1.Factorial.F_System.Int32.smt2	unknown	0	15422	19	none	q:mbqi	fd:bounded-completeness-unsat	11946	15320			2966	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/vcc-havoc/havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2	unknown	0	13921	19	none	q:mbqi	fd:bounded-completeness-unsat	11145	13827			1376	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/vcc-havoc/verisoft-sim.c.2.25.untranslated_write_sim.smt2	unknown	0	15122	19	none	q:mbqi	fd:bounded-completeness-unsat	9628	15066			304	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
