file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UFNIA/2019-Preiner/combined/t3_rw1401.smt2	unknown	0	24128	17	none	q:egraph	fd:bounded-completeness-unsat	22513	24020			1654	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Preiner/full/t3_rw25.smt2	unknown	0	15325	19	none	q:mbqi	fd:bounded-completeness-unsat	8735	15278			24	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/2019-Preiner/partial/t3_rw636.smt2	unknown	0	24237	17	none	q:egraph	fd:bounded-completeness-unsat	22587	24093			1423	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Zohar-ic/combined/int_check_bvugt_bvashr0_ltr_inv_g.smt2	unknown	0	24336	17	none	q:egraph	fd:bounded-completeness-unsat	22717	24267			262	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Zohar-ic/partial/int_check_bvugt_bvudiv0_ltr_no_inv.smt2	unknown	0	24126	17	none	q:egraph	fd:bounded-completeness-unsat	22511	24022			460	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/lahiri-cav09-storm-queries/mqueue_example_cegar_2_3_10.smt2	unknown	0	25032	5	none	q:ground-subset	q:uf-fmf-probe	2521	3780	q:uf-fmf-probe	21219	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFNIA/sledgehammer/Hoare/z3.850818.smt2	unknown	0	25139	7	none	q:mbqi-quick	q:mbqi-quick	1584	1683	q:mbqi-quick	23316	8501	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFNIA/spec_sharp/test14-CommandLineOptions.ssc.23.Microsoft.Boogie.CommandLineOptions.Boogie.ContractConsistencyCheck.get_ProverNeedsTypes.smt2	unknown	0	112	1	none	fd:parse	fd:parse	8	8			0	give-up kind=ResourceLimit detail=ingest resource limit: `distinct` with 422 arguments requires 88831 pairwise expansions; deterministic limit is 65536
UFNIA/vcc-havoc/baby.1.20.handle_illegal.smt2	unknown	0	13625	19	none	q:mbqi	fd:bounded-completeness-unsat	10807	13514			303	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/vcc-havoc/vccp-union1.c.6.reint2.smt2	unknown	0	19131	19	none	q:mbqi	fd:bounded-completeness-unsat	13517	19073			1346	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
