file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UFNIA/2019-Preiner/combined/t3_rw96.smt2	unknown	0	24336	17	none	q:egraph	fd:bounded-completeness-unsat	22701	24209			2455	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Preiner/partial/f2_rw58.smt2	unknown	0	24234	17	none	q:egraph	fd:bounded-completeness-unsat	22624	24131			1169	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Preiner/partial/t3_rw940.smt2	unknown	0	24132	17	none	q:egraph	fd:bounded-completeness-unsat	22545	24054			1509	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFNIA/2019-Zohar-ic/full/int_check_bvslt_bvurem1_ltr_no_inv.smt2	unknown	0	25034	6	none	q:mbqi-quick	q:mbqi-quick	1491	1639	q:mbqi-quick	23360	1270	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFNIA/2019-Zohar-ic/qf/int_check_bvuge_bvor_ltr_no_inv.smt2	unknown	0	2511	19	none	q:mbqi	fd:bounded-completeness-unsat	915	2452			23	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
UFNIA/lahiri-cav09-storm-queries/usbsamp_example_2_3_4_0.smt2	unknown	0	110	1	none	fd:parse	fd:parse	14	14			0	give-up kind=ResourceLimit detail=ingest resource limit: `distinct` with 1571 arguments requires 1233235 pairwise expansions; deterministic limit is 65536
UFNIA/sledgehammer/TwoSquares/z3.647259.smt2	unknown	0	21924	20	none	q:egraph	fd:bounded-completeness-unsat	12772	21651			44	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/spec_sharp/test14-DafnyAst.ssc.91.Microsoft.Dafny.VarDecl..ctor_Microsoft.Dafny.Token_notnull_System.String_notnull_Microsoft.Dafny.Ty.smt2	unknown	0	25036	5	none	q:forall-exists-witness	q:uf-fmf-probe	625	762	q:uf-fmf-probe	24237	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFNIA/vcc-havoc/baby.59.handle_reset.smt2	unknown	0	13725	19	none	q:mbqi	fd:bounded-completeness-unsat	10633	13632			48	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFNIA/vcc-havoc/verisoft-baby.c.49.pf_reason_m.smt2	unknown	0	111	2	none	fd:parse	fd:parse	23	23			0	give-up kind=Error detail=parse error: syntax error: fp exponent field must be a bit-vector
