file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p420_safety_0.smt2	unknown	11016	0	unknown	10920	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_12.jar-obl-8__p11373_terminationG_0.smt2	unknown	24229	0	unknown	24429	0	B	unknown
QF_NIA/AProVE/aproveSMT4225308127115953119.smt2	sat	507	0	sat	107	0	A	sat
QF_NIA/20170427-VeryMax/SAT14/1280.smt2	sat	5312	0	unknown	24228	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10785_safety_0.smt2	sat	12318	0	sat	1609	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p26914_safety_0.smt2	sat	10817	0	sat	107	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3150_safety_0.smt2	unknown	23429	0	unknown	23430	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__LessLeaves.jar-obl-10__p10018_edge_closing_0.smt2	sat	17524	0	sat	6313	0	B	sat
QF_NIA/AProVE/aproveSMT8300370999791707493.smt2	sat	13620	0	sat	307	0	A	sat
QF_NIA/20170427-VeryMax/SAT14/1854.smt2	sat	7714	0	unknown	24229	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p13494_safety_0.smt2	sat	12015	0	sat	1309	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2	unknown	24230	0	unknown	24230	0	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9492_safety_0.smt2	unknown	24430	0	unknown	24230	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__terminationS_2_0.smt2	unknown	10918	0	unknown	10817	0	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30726_safety_0.smt2	unknown	10917	0	unknown	10817	0	A	sat
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Singapore_true-termination.c__p27347_terminationG_0.smt2	sat	10117	0	sat	107	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test13Loops.jar-obl-10__p12737_edge_closing_0.smt2	sat	10917	0	sat	208	0	A	sat
