file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver.bug.t2__terminationS_1_0.smt2	unknown	24427	0	unknown	24329	0	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__ppblock.t2__p7749_edge_closing_0.smt2	unknown	12819	0	unknown	12318	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__consts1nt.t2__p17935_terminationG_0.smt2	unsat	2910	0	unknown	24125	0	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32069_safety_0.smt2	unknown	11118	0	unknown	10917	0	B	sat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__svcomp_ex2.c__p25866_terminationG_0.smt2	unknown	24230	0	unknown	24328	0	A	unsat
QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unknown	24129	0	unknown	24125	0	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2_fixed__p25888_safety_0.smt2	unknown	24130	0	unknown	24130	0	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__p-43-terminate.t2__term_unfeasibility_1_0.smt2	unknown	24131	0	unknown	24130	0	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28763_safety_0.smt2	sat	10816	0	sat	108	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	unknown	10917	0	unknown	10817	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__DivMinus.jar-obl-11__p28570_edge_closing_0.smt2	unknown	24127	0	sat	14221	0	A	sat
QF_NIA/AProVE/aproveSMT8801446599485295192.smt2	sat	2910	0	sat	208	0	B	sat
QF_NIA/20170427-VeryMax/SAT14/227.smt2	unknown	24130	0	unknown	24225	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2	unknown	24430	0	unknown	24531	0	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	12519	0	unknown	11918	0	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	11018	0	unknown	10918	0	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	unknown	11117	0	unknown	10918	0	A	unknown
