file	status	asserts	pos_forall_unit	pos_forall_split	split_whitelisted	split_refused	forall_under_binder	exists_pos	any_quant	multi_binder_unit	mbqi_exit_pred	activation_target	widen_target	engine_wl	engine_refused	engine_widen_target
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/thruster_inuse_0001.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0216.fof.smt2	OK	14	12	2	0	2	1	1	16	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0206.fof.smt2	OK	14	12	4	0	4	1	1	18	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_1413.fof.smt2	OK	14	12	3	0	3	1	0	16	11	quantifier-below-top-level	1	1	0	3	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0624.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1565.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_2772.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_init_0543.fof.smt2	OK	14	12	0	0	0	10	1	23	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_0563.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_1770.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_0567.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_1804.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_3011.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0261.fof.smt2	OK	14	12	0	0	0	5	1	18	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/thruster_init_0070.fof.smt2	OK	14	12	0	0	0	10	1	23	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/why/smtlib61a089.smt2	OK	96	93	0	0	0	303	1	397	0	nested-binder-in-matrix	1	0	0	15	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/FFT/smtlib.562660.smt2	OK	85	83	0	0	0	12	2	97	80	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/thruster_symm_0101.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0316.fof.smt2	OK	14	12	11	0	11	1	1	25	11	quantifier-below-top-level	1	1	0	11	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0307.fof.smt2	OK	14	12	4	0	4	1	0	17	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_array_0083.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0088.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1666.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_2872.fof.smt2	OK	14	12	1	0	1	0	1	14	11	quantifier-below-top-level	1	1	0	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_init_0681.fof.smt2	OK	14	12	0	0	0	11	1	24	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_0664.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_1870.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_0668.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_1905.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_3111.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0362.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/thruster_init_0197.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/why/smtlib75ff16.smt2	OK	97	94	0	0	0	317	1	412	0	nested-binder-in-matrix	1	0	0	15	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/cl5_nebula_init_0005.fof.smt2	OK	14	12	8	0	8	1	1	22	11	quantifier-below-top-level	1	1	0	8	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/thruster_symm_0213.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0417.fof.smt2	OK	14	12	8	0	8	1	1	22	11	quantifier-below-top-level	1	1	0	8	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0407.fof.smt2	OK	14	12	2	0	2	1	0	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0082.fof.smt2	OK	14	12	10	0	10	2	1	25	11	quantifier-below-top-level	1	1	0	10	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0209.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1766.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_array_0004.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_init_0824.fof.smt2	OK	14	12	0	0	0	11	1	24	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_0764.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_1971.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_0769.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_2005.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_3213.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0462.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/thruster_inuse_0096.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/why/smtlib885c4b.smt2	OK	97	94	0	0	0	342	1	437	0	nested-binder-in-matrix	1	0	0	15	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/cl5_nebula_init_0111.fof.smt2	OK	14	12	5	0	5	1	1	19	11	quantifier-below-top-level	1	1	0	5	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/thruster_symm_0314.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0139.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0508.fof.smt2	OK	14	12	4	0	4	1	1	18	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0206.fof.smt2	OK	14	12	8	0	8	1	1	22	11	quantifier-below-top-level	1	1	0	8	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0365.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1867.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_array_0105.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
