file	status	asserts	pos_forall_unit	pos_forall_split	split_whitelisted	split_refused	forall_under_binder	exists_pos	any_quant	multi_binder_unit	mbqi_exit_pred	activation_target	widen_target	engine_wl	engine_refused	engine_widen_target
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_58_55_174_1583194.smt_in.smt2	OK	287	284	0	0	0	71	13	370	212	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	OK	361	328	0	0	0	71	2	401	248	nested-binder-in-matrix	1	0	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	OK	360	343	0	0	0	108	45	499	261	nested-binder-in-matrix	1	0	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	OK	356	339	0	0	0	157	21	525	292	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	OK	361	336	0	0	0	84	47	478	271	nested-binder-in-matrix	1	0	0	16	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	OK	358	350	0	0	0	94	32	476	306	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	OK	166	32	0	0	0	0	0	32	8	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/uf.558544.smt2	OK	331	309	0	0	0	15	24	349	226	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/FFT/uf.734908.smt2	OK	144	134	0	0	0	0	0	134	100	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	OK	454	405	0	0	0	11	14	430	287	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.658398.smt2	OK	328	302	0	0	0	6	1	309	190	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Hoare/uf.1001519.smt2	OK	397	377	0	0	0	40	27	444	310	nested-binder-in-matrix	1	0	0	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/NS_Shared/smtlib.599737.smt2	OK	181	172	0	0	0	0	21	193	147	nested-binder-in-matrix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/QEpres/uf.637819.smt2	OK	244	231	0	0	0	16	6	253	206	quantifier-below-top-level	1	0	0	3	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/StrongNorm/uf.648745.smt2	OK	454	439	0	0	0	53	31	524	347	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/TwoSquares/uf.780730.smt2	OK	71	46	0	0	0	0	0	46	24	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_16_59_33_621_1039748.smt_in.smt2	OK	379	371	0	0	0	58	4	434	304	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_59_50_619_1635445.smt_in.smt2	OK	218	205	0	0	0	23	4	234	144	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_02_023_2365793.smt_in.smt2	OK	362	337	0	0	0	90	39	481	283	quantifier-below-top-level	1	0	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_49_31_231_1150288.smt_in.smt2	OK	243	226	0	0	0	34	10	274	181	nested-binder-in-matrix	1	0	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/splay_tree_analysis/x2015_09_10_16_56_26_954_1077626.smt_in.smt2	OK	359	344	0	0	0	125	39	516	275	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_54_32_375_1480522.smt_in.smt2	OK	372	343	0	0	0	92	34	475	297	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_58_30_303_1827001.smt_in.smt2	OK	305	257	0	0	0	43	8	308	192	nested-binder-in-matrix	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/instantiated/dl_remove_postcondition_of_dl_remove_50_4.smt2	OK	296	66	0	0	0	0	0	66	14	multi-binder-prefix	0	0	0	0	0
